Gene names,Alpha A30P_day_1, Alpha A53T_day_1, Control _day_1
Zasp66,0.375685,0.275915,0.3258
Rab14,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL27,#DIV/0!,#DIV/0!,#DIV/0!
Plip,1.3949,#DIV/0!,#DIV/0!
,2.23235,#DIV/0!,#DIV/0!
CG11097,#DIV/0!,0.46314,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Hip1,#DIV/0!,#DIV/0!,#DIV/0!
HDAC6,0.43396,0.24496,0.33946
Nelf-A,#DIV/0!,0.34156,#DIV/0!
Vmat,#DIV/0!,#DIV/0!,#DIV/0!
CG6166,0.65191,1.1028,0.877355
grass,#DIV/0!,0.49218,#DIV/0!
,0.3013,0.33486,0.31808
,0.394515,0.22353,0.3090225
vsg,#DIV/0!,#DIV/0!,#DIV/0!
gammaCop,0.124803,0.21369,0.1692465
gammaCop,#DIV/0!,#DIV/0!,#DIV/0!
qtc,#DIV/0!,#DIV/0!,#DIV/0!
mRpS21,0.19311,0.258795,0.2259525
,#DIV/0!,#DIV/0!,#DIV/0!
Acph-1,#DIV/0!,0.82091,#DIV/0!
hoe1,#DIV/0!,#DIV/0!,#DIV/0!
,0.25391,#DIV/0!,#DIV/0!
Tm1,#DIV/0!,#DIV/0!,#DIV/0!
unc-13,0.62147,2.9179,1.769685
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.44554,#DIV/0!
Asator,#DIV/0!,#DIV/0!,#DIV/0!
CstF-50,#DIV/0!,#DIV/0!,#DIV/0!
,1.5468,#DIV/0!,#DIV/0!
Sap-r,#DIV/0!,#DIV/0!,#DIV/0!
CG2246-RB;CG2246-RA,#DIV/0!,0.5374,#DIV/0!
CG7829-RB,4.7402,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
alph,0.383845,0.58244,0.4831425
,#DIV/0!,#DIV/0!,#DIV/0!
CG5508-RC;BcDNA.GH07066,#DIV/0!,#DIV/0!,#DIV/0!
CG31064-RB,0.45818,0.36222,0.4102
CG5484-RB;CG5484-RA,#DIV/0!,0.56704,#DIV/0!
scrib,#DIV/0!,#DIV/0!,#DIV/0!
msi,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,5.2483,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Miro,#DIV/0!,#DIV/0!,#DIV/0!
Dph5,#DIV/0!,#DIV/0!,#DIV/0!
lqfR,#DIV/0!,0.82946,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
GABA-B-R2,#DIV/0!,#DIV/0!,#DIV/0!
CG31205-RB,#DIV/0!,#DIV/0!,#DIV/0!
att-ORFA,#DIV/0!,#DIV/0!,#DIV/0!
Akt1,#DIV/0!,1.6851,#DIV/0!
CR31292;CG3303-RA,#DIV/0!,#DIV/0!,#DIV/0!
Trax,#DIV/0!,#DIV/0!,#DIV/0!
Art3,#DIV/0!,#DIV/0!,#DIV/0!
CG31321-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG12213-RB,0.53512,1.253465,0.8942925
,#DIV/0!,#DIV/0!,#DIV/0!
SelR,#DIV/0!,#DIV/0!,#DIV/0!
stck,#DIV/0!,#DIV/0!,#DIV/0!
Fas3,0.71964,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Tpr2,0.448975,#DIV/0!,#DIV/0!
BG:DS07473.1,0.733045,#DIV/0!,#DIV/0!
mRpS23,0.55939,0.474585,0.5169875
Sec71,#DIV/0!,1.4712,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dUTPase,#DIV/0!,#DIV/0!,#DIV/0!
CYLD,#DIV/0!,#DIV/0!,#DIV/0!
Akap200,#DIV/0!,#DIV/0!,#DIV/0!
CG8372-RB,#DIV/0!,#DIV/0!,#DIV/0!
,0.219395,0.35533,0.2873625
Bsg,#DIV/0!,#DIV/0!,#DIV/0!
Ndae1,0.44071,#DIV/0!,#DIV/0!
,0.38574,0.56464,0.47519
CG11321-RC,#DIV/0!,#DIV/0!,#DIV/0!
mmy,0.53896,0.16464,0.3518
stai,0.719275,#DIV/0!,#DIV/0!
CG31915,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG31522-RA;CG9798,#DIV/0!,#DIV/0!,#DIV/0!
CRMP,#DIV/0!,#DIV/0!,#DIV/0!
,0.85402,0.65986,0.75694
Rrp40,0.55139,#DIV/0!,#DIV/0!
,1.3038,1.1529,1.22835
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32368-RA,#DIV/0!,#DIV/0!,#DIV/0!
BI-1;CG7188,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32032-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
scramb1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mob2,0.35684,0.304975,0.3309075
Sap130,#DIV/0!,#DIV/0!,#DIV/0!
CG7656-RA,#DIV/0!,0.93182,#DIV/0!
l(3)72Dp,#DIV/0!,#DIV/0!,#DIV/0!
ClC-c,#DIV/0!,#DIV/0!,#DIV/0!
Mbs,0.487805,0.26302,0.3754125
Pdh,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.5045,#DIV/0!
verm,0.33461,0.288065,0.3113375
Nup205,#DIV/0!,#DIV/0!,#DIV/0!
CoVIb,2.5651,#DIV/0!,#DIV/0!
vap,0.904185,#DIV/0!,#DIV/0!
CG32581-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
bif,0.5867,7.7504,4.16855
YT521-B,#DIV/0!,0.95099,#DIV/0!
,0.29584,#DIV/0!,#DIV/0!
gry,#DIV/0!,0.64186,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dre4,#DIV/0!,#DIV/0!,#DIV/0!
CG2199,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Glut1,#DIV/0!,#DIV/0!,#DIV/0!
CG16940-RC,#DIV/0!,#DIV/0!,#DIV/0!
CG10962-RB,#DIV/0!,#DIV/0!,#DIV/0!
Sirt4,#DIV/0!,#DIV/0!,#DIV/0!
Obp57b,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.412995,#DIV/0!
CG30010,#DIV/0!,#DIV/0!,#DIV/0!
Coq9,0.78673,#DIV/0!,#DIV/0!
HSPC300,#DIV/0!,#DIV/0!,#DIV/0!
,0.48877,0.51782,0.503295
Spn42Da,#DIV/0!,#DIV/0!,#DIV/0!
CG30427-RC,0.188345,0.25273,0.2205375
Reps,#DIV/0!,#DIV/0!,#DIV/0!
viaf,0.387845,0.332145,0.359995
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)08717,#DIV/0!,#DIV/0!,#DIV/0!
KrT95D,#DIV/0!,#DIV/0!,#DIV/0!
mRpL35,0.81921,#DIV/0!,#DIV/0!
,0.65002,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG13638,#DIV/0!,0.31638,#DIV/0!
lva,0.47734,0.3958,0.43657
Yippee,#DIV/0!,#DIV/0!,#DIV/0!
ns1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.87365,#DIV/0!
GalNAc-T2,0.542305,0.41571,0.4790075
Obp83g,0.398485,0.41692,0.4077025
Atx2,0.396005,0.3674,0.3817025
,#DIV/0!,#DIV/0!,#DIV/0!
EG:171D11.2,0.60051,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Art8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pis,1.0341,#DIV/0!,#DIV/0!
kuk,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
TBPH,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.41276,#DIV/0!
GV1,#DIV/0!,#DIV/0!,#DIV/0!
Ance-3,#DIV/0!,#DIV/0!,#DIV/0!
gw,0.318795,#DIV/0!,#DIV/0!
CG43154,0.31968,#DIV/0!,#DIV/0!
,1.071075,1.1067,1.0888875
,#DIV/0!,#DIV/0!,#DIV/0!
,0.55065,0.755825,0.6532375
CG17159,1.1717,#DIV/0!,#DIV/0!
,0.47747,0.34451,0.41099
l(2)09851,#DIV/0!,#DIV/0!,#DIV/0!
mRpS5,0.335255,0.274115,0.304685
,#DIV/0!,#DIV/0!,#DIV/0!
CG17683,0.25413,#DIV/0!,#DIV/0!
,#DIV/0!,0.82172,#DIV/0!
,0.41566,0.43416,0.42491
Spn43Ad,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7117,#DIV/0!,#DIV/0!,#DIV/0!
Golgin84,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Dim1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
NT5E-2,0.414205,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rumi,#DIV/0!,#DIV/0!,#DIV/0!
CG14722,#DIV/0!,#DIV/0!,#DIV/0!
Tsp,#DIV/0!,#DIV/0!,#DIV/0!
,0.85235,0.58884,0.720595
CenB1A,#DIV/0!,#DIV/0!,#DIV/0!
Idgf5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
hpo,#DIV/0!,#DIV/0!,#DIV/0!
BEST:CK00246,#DIV/0!,#DIV/0!,#DIV/0!
obst-E,#DIV/0!,#DIV/0!,#DIV/0!
beg,0.76279,0.81431,0.78855
mRpL47,0.523125,0.552005,0.537565
scpr-B;scpr-C;scpr-A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
ena,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
BEST:CK02213,0.83304,0.73345,0.783245
boca,0.777335,0.814925,0.79613
fdl,#DIV/0!,#DIV/0!,#DIV/0!
bonsai,0.2801,0.446635,0.3633675
BEAF-32,0.48104,0.4446,0.46282
mtacp1,#DIV/0!,#DIV/0!,#DIV/0!
Rel,#DIV/0!,#DIV/0!,#DIV/0!
S6k,0.63675,#DIV/0!,#DIV/0!
U2af38,#DIV/0!,#DIV/0!,#DIV/0!
Rga,#DIV/0!,#DIV/0!,#DIV/0!
Dref,0.606915,1.5379,1.0724075
Nrx-IV,#DIV/0!,#DIV/0!,#DIV/0!
jeb,#DIV/0!,#DIV/0!,#DIV/0!
mats,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11412,#DIV/0!,#DIV/0!,#DIV/0!
Tom20,#DIV/0!,0.82133,#DIV/0!
Git,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.76538,#DIV/0!
CG10038,0.771325,0.35347,0.5623975
pita,#DIV/0!,#DIV/0!,#DIV/0!
,0.33627,#DIV/0!,#DIV/0!
,0.402995,#DIV/0!,#DIV/0!
Pask,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG30291,1.3419,1.1345,1.2382
CG11955,#DIV/0!,#DIV/0!,#DIV/0!
CG7506,1.2936,0.99088,1.14224
fwe,#DIV/0!,#DIV/0!,#DIV/0!
Slimp,#DIV/0!,#DIV/0!,#DIV/0!
CG9798,#DIV/0!,0.44246,#DIV/0!
CG4953,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG15187,#DIV/0!,1.2972,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mf,3.3995,#DIV/0!,#DIV/0!
alpha-Est5,#DIV/0!,#DIV/0!,#DIV/0!
Rpb7,#DIV/0!,#DIV/0!,#DIV/0!
Mms19,0.23543,0.30135,0.26839
CG3209-RA,0.33287,0.36101,0.34694
Sap47,#DIV/0!,#DIV/0!,#DIV/0!
Cep135,#DIV/0!,#DIV/0!,#DIV/0!
,0.33209,0.40543,0.36876
,#DIV/0!,#DIV/0!,#DIV/0!
CycK,#DIV/0!,#DIV/0!,#DIV/0!
lgs,#DIV/0!,#DIV/0!,#DIV/0!
Cog3,#DIV/0!,#DIV/0!,#DIV/0!
CG11058,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS00941.11,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.20247,#DIV/0!
Rala,#DIV/0!,#DIV/0!,#DIV/0!
Pax,#DIV/0!,#DIV/0!,#DIV/0!
zip,#DIV/0!,0.46376,#DIV/0!
Ranbp16,0.065589,#DIV/0!,#DIV/0!
mbo,#DIV/0!,1.1953,#DIV/0!
CG4733-RA,#DIV/0!,0.96731,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!
,0.468635,0.514765,0.4917
CG8223,0.85222,0.574775,0.7134975
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL36,#DIV/0!,#DIV/0!,#DIV/0!
CG11505,0.17427,0.21771,0.19599
,0.30029,#DIV/0!,#DIV/0!
chb,0.28284,0.32907,0.305955
trc,0.464065,0.3696,0.4168325
SH3PX1,0.40799,0.36031,0.38415
Tre1,#DIV/0!,#DIV/0!,#DIV/0!
ligatin,#DIV/0!,#DIV/0!,#DIV/0!
GNBP3,#DIV/0!,#DIV/0!,#DIV/0!
san,0.710335,0.41594,0.5631375
Adar,#DIV/0!,#DIV/0!,#DIV/0!
spt4,#DIV/0!,#DIV/0!,#DIV/0!
EG:140G11.5,#DIV/0!,0.410615,#DIV/0!
Surf1,#DIV/0!,1.1169,#DIV/0!
BcDNA.LD34475,1.55911,#DIV/0!,#DIV/0!
tty,#DIV/0!,#DIV/0!,#DIV/0!
Peb,#DIV/0!,#DIV/0!,#DIV/0!
ECSIT,#DIV/0!,#DIV/0!,#DIV/0!
Syt4,#DIV/0!,#DIV/0!,#DIV/0!
csul,#DIV/0!,#DIV/0!,#DIV/0!
rdgBbeta,#DIV/0!,#DIV/0!,#DIV/0!
Vps28,#DIV/0!,#DIV/0!,#DIV/0!
krz,0.9044,0.867595,0.8859975
Catsup,0.931785,0.84298,0.8873825
Ero1L,#DIV/0!,#DIV/0!,#DIV/0!
c12.1,#DIV/0!,0.93454,#DIV/0!
CG9063,#DIV/0!,#DIV/0!,#DIV/0!
mRpL4,0.344095,0.394,0.3690475
Coprox,#DIV/0!,0.51121,#DIV/0!
Srp54k,0.310825,0.30912,0.3099725
spag,#DIV/0!,#DIV/0!,#DIV/0!
cyp33,#DIV/0!,#DIV/0!,#DIV/0!
Nxt1,#DIV/0!,#DIV/0!,#DIV/0!
Nab2,#DIV/0!,0.88783,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
wds,0.48411,#DIV/0!,#DIV/0!
BG:DS09217.4,0.17435,0.17606,0.175205
Cbp20,#DIV/0!,#DIV/0!,#DIV/0!
TM9SF4,#DIV/0!,0.38041,#DIV/0!
l(2)35Bc,#DIV/0!,#DIV/0!,#DIV/0!
Jafrac2,0.31703,#DIV/0!,#DIV/0!
GABA-B-R1,#DIV/0!,#DIV/0!,#DIV/0!
Acp36DE,#DIV/0!,#DIV/0!,#DIV/0!
heix,#DIV/0!,#DIV/0!,#DIV/0!
SC35,#DIV/0!,#DIV/0!,#DIV/0!
dare,0.594125,#DIV/0!,#DIV/0!
CG4500,#DIV/0!,#DIV/0!,#DIV/0!
x16,0.97217,1.079,1.025585
BcDNA.LD23634,#DIV/0!,0.45231,#DIV/0!
ck,0.230365,#DIV/0!,#DIV/0!
crp,#DIV/0!,#DIV/0!,#DIV/0!
CG8801,#DIV/0!,#DIV/0!,#DIV/0!
Smg5,#DIV/0!,#DIV/0!,#DIV/0!
Met75Ca,#DIV/0!,#DIV/0!,#DIV/0!
Nup154,0.1828515,#DIV/0!,#DIV/0!
Nup107,#DIV/0!,0.65413,#DIV/0!
Cul-3,0.297155,0.264895,0.281025
cals,0.6735,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10323,#DIV/0!,#DIV/0!,#DIV/0!
yellow-h,#DIV/0!,#DIV/0!,#DIV/0!
Hcf,0.626345,0.44698,0.5366625
Asator,0.285075,0.40725,0.3461625
Cyp4e1,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6a13,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4p1,#DIV/0!,#DIV/0!,#DIV/0!
wun,#DIV/0!,#DIV/0!,#DIV/0!
CG8858,0.430245,0.99908,0.7146625
Taz,#DIV/0!,#DIV/0!,#DIV/0!
Fsn,#DIV/0!,#DIV/0!,#DIV/0!
CG13343,#DIV/0!,#DIV/0!,#DIV/0!
mRpS16,#DIV/0!,#DIV/0!,#DIV/0!
Cpsf160,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6a21,#DIV/0!,0.48725,#DIV/0!
CG10253,#DIV/0!,#DIV/0!,#DIV/0!
CG5189,#DIV/0!,#DIV/0!,#DIV/0!
sec6,#DIV/0!,#DIV/0!,#DIV/0!
Rep,0.690615,#DIV/0!,#DIV/0!
Obp56h,#DIV/0!,#DIV/0!,#DIV/0!
Obp57c,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6u1,0.575315,#DIV/0!,#DIV/0!
ubl,#DIV/0!,#DIV/0!,#DIV/0!
phtf,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cul-2,0.216335,0.317675,0.267005
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11563-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG11337-RD,0.492165,#DIV/0!,#DIV/0!
mRpL32,#DIV/0!,#DIV/0!,#DIV/0!
qless,#DIV/0!,#DIV/0!,#DIV/0!
CG1544,0.40766,0.51491,0.461285
Npc2h,#DIV/0!,#DIV/0!,#DIV/0!
CG2224-RA,0.7166,1.1497,0.93315
mRpS18C,49.935,0.49703,25.216015
CG34317-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.61024,#DIV/0!
Tace,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.84557,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
eIF2B-alpha,#DIV/0!,0.4194,#DIV/0!
yata,#DIV/0!,#DIV/0!,#DIV/0!
IntS11,#DIV/0!,#DIV/0!,#DIV/0!
CG1969;CG1969-RB,0.53172,0.411985,0.4718525
CG7598,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bub3,#DIV/0!,#DIV/0!,#DIV/0!
Spase12,#DIV/0!,0.97409,#DIV/0!
,#DIV/0!,1.75945,#DIV/0!
Mesh1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11880,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Man-Ib,#DIV/0!,#DIV/0!,#DIV/0!
Cul-5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.40768,#DIV/0!
,#DIV/0!,0.72709,#DIV/0!
,#DIV/0!,0.44843,#DIV/0!
WASp,1.06521,0.76286,0.914035
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.233315,0.44346,0.3383875
mfrn,0.42679,0.60095,0.51387
BCAS2,#DIV/0!,#DIV/0!,#DIV/0!
,0.3926,0.35375,0.373175
Sce,#DIV/0!,#DIV/0!,#DIV/0!
CG12883-RA,#DIV/0!,#DIV/0!,#DIV/0!
RpS10a,#DIV/0!,1.164,#DIV/0!
raps,#DIV/0!,0.19661,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.72713,#DIV/0!,#DIV/0!
,0.517,0.904155,0.7105775
,#DIV/0!,#DIV/0!,#DIV/0!
CG6073,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RpL34a,#DIV/0!,0.30967,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,1.56297,0.287985,0.9254775
Mst57Da,#DIV/0!,#DIV/0!,#DIV/0!
,0.175205,0.264615,0.21991
Dhap-at,#DIV/0!,#DIV/0!,#DIV/0!
Vps33B,#DIV/0!,#DIV/0!,#DIV/0!
alrm,0.55556,#DIV/0!,#DIV/0!
,0.89126,#DIV/0!,#DIV/0!
CG31370-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.38466,#DIV/0!,#DIV/0!
Nup37,#DIV/0!,#DIV/0!,#DIV/0!
to,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10420,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Clbn,0.548605,0.95977,0.7541875
,#DIV/0!,#DIV/0!,#DIV/0!
PQBP1,#DIV/0!,#DIV/0!,#DIV/0!
CG13644,0.986155,0.63196,0.8090575
,#DIV/0!,#DIV/0!,#DIV/0!
polybromo,#DIV/0!,#DIV/0!,#DIV/0!
Rpb10,#DIV/0!,#DIV/0!,#DIV/0!
Syx18,#DIV/0!,#DIV/0!,#DIV/0!
CG5789-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.765665,#DIV/0!,#DIV/0!
,1.3168,0.22943,0.773115
Dis3,0.3324,#DIV/0!,#DIV/0!
,#DIV/0!,0.48706,#DIV/0!
,1.0843,0.62297,0.853635
mask,1.2977,0.803725,1.0507125
CG5515-RA,0.44848,0.41557,0.432025
mRpS24,0.39719,#DIV/0!,#DIV/0!
Kal1,#DIV/0!,#DIV/0!,#DIV/0!
CG5463,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ndc1,#DIV/0!,#DIV/0!,#DIV/0!
eIF4G2,#DIV/0!,#DIV/0!,#DIV/0!
mbc,#DIV/0!,0.71412,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10214,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
EloA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.837615,1.142425,0.99002
CG13830-RB,#DIV/0!,#DIV/0!,#DIV/0!
,1.4622,1.2524,1.3573
klg,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Usp12-46,#DIV/0!,#DIV/0!,#DIV/0!
CG13841-RA,3.6423,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
HP1c,#DIV/0!,1.4048,#DIV/0!
CG6982-RC,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6d4,#DIV/0!,#DIV/0!,#DIV/0!
Nup133,#DIV/0!,0.47108,#DIV/0!
mRpL45,0.43696,1.07816,0.75756
EF-G2,#DIV/0!,#DIV/0!,#DIV/0!
CSN6,0.298,2.0154,1.1567
,0.35912,0.4427,0.40091
Pebp1,#DIV/0!,#DIV/0!,#DIV/0!
,0.316215,#DIV/0!,#DIV/0!
CG5382,#DIV/0!,#DIV/0!,#DIV/0!
Cchl,0.474895,0.332895,0.403895
lsn,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Oga,0.30032,0.2169,0.25861
,#DIV/0!,#DIV/0!,#DIV/0!
CG5862,1.0575,#DIV/0!,#DIV/0!
Ubpy,#DIV/0!,#DIV/0!,#DIV/0!
,0.438665,#DIV/0!,#DIV/0!
sec15,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAP93B,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RpS30,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.5066,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
psidin,0.32423,0.27108,0.297655
Xport,#DIV/0!,0.74956,#DIV/0!
RhoGAP92B,0.39374,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6231-RD,#DIV/0!,#DIV/0!,#DIV/0!
Dys,0.38714,1.058515,0.7228275
,0.0948,#DIV/0!,#DIV/0!
mRpL55,#DIV/0!,#DIV/0!,#DIV/0!
,0.53786,#DIV/0!,#DIV/0!
,0.36406,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
snRNP-U1-C,#DIV/0!,#DIV/0!,#DIV/0!
Smu1,0.66281,#DIV/0!,#DIV/0!
,#DIV/0!,0.34925,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cpsf73,0.582805,#DIV/0!,#DIV/0!
CstF-64,#DIV/0!,#DIV/0!,#DIV/0!
CG7694,0.61656,#DIV/0!,#DIV/0!
Nup43,0.699525,0.39799,0.5487575
PKD,#DIV/0!,#DIV/0!,#DIV/0!
,0.67837,#DIV/0!,#DIV/0!
Rpb4,1.0418,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7993,#DIV/0!,1.5104,#DIV/0!
,1.0418,#DIV/0!,#DIV/0!
Ssdp,#DIV/0!,#DIV/0!,#DIV/0!
Prx5-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7477,#DIV/0!,#DIV/0!,#DIV/0!
AttD,#DIV/0!,#DIV/0!,#DIV/0!
SF1,#DIV/0!,#DIV/0!,#DIV/0!
,0.32035,0.21121,0.26578
mRpS11,0.37936,0.32973,0.354545
Patr-1,#DIV/0!,0.59811,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG17556-RA,0.45517,#DIV/0!,#DIV/0!
modSP,#DIV/0!,#DIV/0!,#DIV/0!
CG10326,0.66396,#DIV/0!,#DIV/0!
mRpS33,0.668625,#DIV/0!,#DIV/0!
,#DIV/0!,0.45586,#DIV/0!
CG17931,0.41429,0.39164,0.402965
Sulf1,#DIV/0!,#DIV/0!,#DIV/0!
Bin1,#DIV/0!,#DIV/0!,#DIV/0!
