Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
,#DIV/0!,#DIV/0!,#DIV/0!
Csk,#DIV/0!,#DIV/0!,#DIV/0!
CG11870-RD,#DIV/0!,#DIV/0!,#DIV/0!
mdy,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
nAcRalpha-34E,#DIV/0!,#DIV/0!,#DIV/0!
NimB2,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS01368.1,#DIV/0!,#DIV/0!,#DIV/0!
Ca-beta,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Rtnl1,#DIV/0!,#DIV/0!,#DIV/0!
,0.70685,0.712765,0.7098075
asparagine-synthetase,#DIV/0!,#DIV/0!,#DIV/0!
,0.2958175,0.29541625,0.295616875
CG15445-RD,#DIV/0!,#DIV/0!,#DIV/0!
lqf,0.8261875,0.81666125,0.821424375
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.370455,0.3608425,0.36564875
,#DIV/0!,#DIV/0!,#DIV/0!
Lmpt,#DIV/0!,#DIV/0!,#DIV/0!
Fibp,#DIV/0!,#DIV/0!,#DIV/0!
Alr,#DIV/0!,#DIV/0!,#DIV/0!
chas,#DIV/0!,#DIV/0!,#DIV/0!
msn,0.5821625,0.63614375,0.609153125
trio,#DIV/0!,#DIV/0!,#DIV/0!
MESK2,0.65735375,0.588693125,0.623023438
AP-1gamma,#DIV/0!,#DIV/0!,#DIV/0!
spoon,#DIV/0!,#DIV/0!,#DIV/0!
Syx4,#DIV/0!,#DIV/0!,#DIV/0!
CG32809,#DIV/0!,#DIV/0!,#DIV/0!
DAAM,#DIV/0!,#DIV/0!,#DIV/0!
Rab4,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG17528,#DIV/0!,#DIV/0!,#DIV/0!
CG12567-RA;CG12567-RD,#DIV/0!,#DIV/0!,#DIV/0!
Tim17b,#DIV/0!,#DIV/0!,#DIV/0!
CG40470-RA,#DIV/0!,#DIV/0!,#DIV/0!
Sema-5c,#DIV/0!,#DIV/0!,#DIV/0!
lola,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Tbh,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Doa,#DIV/0!,#DIV/0!,#DIV/0!
Doa,0.2643175,0.25544875,0.259883125
unk,#DIV/0!,#DIV/0!,#DIV/0!
mod(mdg4),0.784105,0.7558075,0.76995625
CG33098-RB,#DIV/0!,#DIV/0!,#DIV/0!
Mical,0.32214125,0.315419375,0.318780313
eca;p24-2,1.001155,1.0122625,1.00670875
tacc,0.707055,0.7405875,0.72382125
CG10517,#DIV/0!,#DIV/0!,#DIV/0!
Zasp66,#DIV/0!,#DIV/0!,#DIV/0!
Zasp66,0.3008575,0.31332875,0.307093125
Rab14,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL27,#DIV/0!,#DIV/0!,#DIV/0!
Plip,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11097,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Hip1,#DIV/0!,#DIV/0!,#DIV/0!
HDAC6,0.29221,0.315835,0.3040225
Nelf-A,#DIV/0!,#DIV/0!,#DIV/0!
Vmat,#DIV/0!,#DIV/0!,#DIV/0!
CG6166,0.9900775,0.93371625,0.961896875
grass,#DIV/0!,#DIV/0!,#DIV/0!
,0.32647,0.322275,0.3243725
,0.26627625,0.287649375,0.276962813
vsg,#DIV/0!,#DIV/0!,#DIV/0!
gammaCop,0.19146825,0.180357375,0.185912813
gammaCop,#DIV/0!,#DIV/0!,#DIV/0!
qtc,#DIV/0!,#DIV/0!,#DIV/0!
mRpS21,0.24237375,0.234163125,0.238268438
,#DIV/0!,#DIV/0!,#DIV/0!
Acph-1,#DIV/0!,#DIV/0!,#DIV/0!
hoe1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Tm1,#DIV/0!,#DIV/0!,#DIV/0!
unc-13,2.3437925,2.05673875,2.200265625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Asator,#DIV/0!,#DIV/0!,#DIV/0!
CstF-50,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Sap-r,#DIV/0!,#DIV/0!,#DIV/0!
CG2246-RB;CG2246-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG7829-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
alph,0.53279125,0.507966875,0.520379063
,#DIV/0!,#DIV/0!,#DIV/0!
CG5508-RC;BcDNA.GH07066,#DIV/0!,#DIV/0!,#DIV/0!
CG31064-RB,0.38621,0.398205,0.3922075
CG5484-RB;CG5484-RA,#DIV/0!,#DIV/0!,#DIV/0!
scrib,#DIV/0!,#DIV/0!,#DIV/0!
msi,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Miro,#DIV/0!,#DIV/0!,#DIV/0!
Dph5,#DIV/0!,#DIV/0!,#DIV/0!
lqfR,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
GABA-B-R2,#DIV/0!,#DIV/0!,#DIV/0!
CG31205-RB,#DIV/0!,#DIV/0!,#DIV/0!
att-ORFA,#DIV/0!,#DIV/0!,#DIV/0!
Akt1,#DIV/0!,#DIV/0!,#DIV/0!
CR31292;CG3303-RA,#DIV/0!,#DIV/0!,#DIV/0!
Trax,#DIV/0!,#DIV/0!,#DIV/0!
Art3,#DIV/0!,#DIV/0!,#DIV/0!
CG31321-RB,#DIV/0!,#DIV/0!,#DIV/0!
CG12213-RB,1.07387875,0.984085625,1.028982188
,#DIV/0!,#DIV/0!,#DIV/0!
SelR,#DIV/0!,#DIV/0!,#DIV/0!
stck,#DIV/0!,#DIV/0!,#DIV/0!
Fas3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Tpr2,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS07473.1,#DIV/0!,#DIV/0!,#DIV/0!
mRpS23,0.49578625,0.506386875,0.501086563
Sec71,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dUTPase,#DIV/0!,#DIV/0!,#DIV/0!
CYLD,#DIV/0!,#DIV/0!,#DIV/0!
Akap200,#DIV/0!,#DIV/0!,#DIV/0!
CG8372-RB,#DIV/0!,#DIV/0!,#DIV/0!
,0.32134625,0.304354375,0.312850313
Bsg,#DIV/0!,#DIV/0!,#DIV/0!
Ndae1,#DIV/0!,#DIV/0!,#DIV/0!
,0.519915,0.4975525,0.50873375
CG11321-RC,#DIV/0!,#DIV/0!,#DIV/0!
mmy,0.25822,0.30501,0.281615
stai,#DIV/0!,#DIV/0!,#DIV/0!
CG31915,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG31522-RA;CG9798,#DIV/0!,#DIV/0!,#DIV/0!
CRMP,#DIV/0!,#DIV/0!,#DIV/0!
,0.7084,0.73267,0.720535
Rrp40,#DIV/0!,#DIV/0!,#DIV/0!
,1.190625,1.2094875,1.20005625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32368-RA,#DIV/0!,#DIV/0!,#DIV/0!
BI-1;CG7188,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32032-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
scramb1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mob2,0.31794125,0.324424375,0.321182813
Sap130,#DIV/0!,#DIV/0!,#DIV/0!
CG7656-RA,#DIV/0!,#DIV/0!,#DIV/0!
l(3)72Dp,#DIV/0!,#DIV/0!,#DIV/0!
ClC-c,#DIV/0!,#DIV/0!,#DIV/0!
Mbs,0.31921625,0.347314375,0.333265313
Pdh,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
verm,0.29970125,0.305519375,0.302610313
Nup205,#DIV/0!,#DIV/0!,#DIV/0!
CoVIb,#DIV/0!,#DIV/0!,#DIV/0!
vap,#DIV/0!,#DIV/0!,#DIV/0!
CG32581-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
bif,5.959475,5.0640125,5.51174375
YT521-B,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
gry,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dre4,#DIV/0!,#DIV/0!,#DIV/0!
CG2199,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Glut1,#DIV/0!,#DIV/0!,#DIV/0!
CG16940-RC,#DIV/0!,#DIV/0!,#DIV/0!
CG10962-RB,#DIV/0!,#DIV/0!,#DIV/0!
Sirt4,#DIV/0!,#DIV/0!,#DIV/0!
Obp57b,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG30010,#DIV/0!,#DIV/0!,#DIV/0!
Coq9,#DIV/0!,#DIV/0!,#DIV/0!
HSPC300,#DIV/0!,#DIV/0!,#DIV/0!
,0.5105575,0.50692625,0.508741875
Spn42Da,#DIV/0!,#DIV/0!,#DIV/0!
CG30427-RC,0.23663375,0.228585625,0.232609688
Reps,#DIV/0!,#DIV/0!,#DIV/0!
viaf,0.34607,0.3530325,0.34955125
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)08717,#DIV/0!,#DIV/0!,#DIV/0!
KrT95D,#DIV/0!,#DIV/0!,#DIV/0!
mRpL35,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG13638,#DIV/0!,#DIV/0!,#DIV/0!
lva,0.416185,0.4263775,0.42128125
Yippee,#DIV/0!,#DIV/0!,#DIV/0!
ns1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
GalNAc-T2,0.44735875,0.463183125,0.455270938
Obp83g,0.41231125,0.410006875,0.411159063
Atx2,0.37455125,0.378126875,0.376339063
,#DIV/0!,#DIV/0!,#DIV/0!
EG:171D11.2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Art8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pis,#DIV/0!,#DIV/0!,#DIV/0!
kuk,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
TBPH,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
GV1,#DIV/0!,#DIV/0!,#DIV/0!
Ance-3,#DIV/0!,#DIV/0!,#DIV/0!
gw,#DIV/0!,#DIV/0!,#DIV/0!
CG43154,#DIV/0!,#DIV/0!,#DIV/0!
,1.09779375,1.093340625,1.095567188
,#DIV/0!,#DIV/0!,#DIV/0!
,0.70453125,0.678884375,0.691707813
CG17159,#DIV/0!,#DIV/0!,#DIV/0!
,0.37775,0.39437,0.38606
l(2)09851,#DIV/0!,#DIV/0!,#DIV/0!
mRpS5,0.2894,0.2970425,0.29322125
,#DIV/0!,#DIV/0!,#DIV/0!
CG17683,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.429535,0.4272225,0.42837875
Spn43Ad,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7117,#DIV/0!,#DIV/0!,#DIV/0!
Golgin84,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Dim1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
NT5E-2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rumi,#DIV/0!,#DIV/0!,#DIV/0!
CG14722,#DIV/0!,#DIV/0!,#DIV/0!
Tsp,#DIV/0!,#DIV/0!,#DIV/0!
,0.6547175,0.68765625,0.671186875
CenB1A,#DIV/0!,#DIV/0!,#DIV/0!
Idgf5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
hpo,#DIV/0!,#DIV/0!,#DIV/0!
BEST:CK00246,#DIV/0!,#DIV/0!,#DIV/0!
obst-E,#DIV/0!,#DIV/0!,#DIV/0!
beg,0.80143,0.79499,0.79821
mRpL47,0.544785,0.541175,0.54298
scpr-B;scpr-C;scpr-A,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
ena,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
BEST:CK02213,0.7583475,0.77079625,0.764571875
boca,0.8055275,0.80082875,0.803178125
fdl,#DIV/0!,#DIV/0!,#DIV/0!
bonsai,0.40500125,0.384184375,0.394592813
BEAF-32,0.45371,0.458265,0.4559875
mtacp1,#DIV/0!,#DIV/0!,#DIV/0!
Rel,#DIV/0!,#DIV/0!,#DIV/0!
S6k,#DIV/0!,#DIV/0!,#DIV/0!
U2af38,#DIV/0!,#DIV/0!,#DIV/0!
Rga,#DIV/0!,#DIV/0!,#DIV/0!
Dref,1.30515375,1.188780625,1.246967188
Nrx-IV,#DIV/0!,#DIV/0!,#DIV/0!
jeb,#DIV/0!,#DIV/0!,#DIV/0!
mats,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11412,#DIV/0!,#DIV/0!,#DIV/0!
Tom20,#DIV/0!,#DIV/0!,#DIV/0!
Git,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10038,0.45793375,0.510165625,0.484049688
pita,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pask,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG30291,1.18635,1.212275,1.1993125
CG11955,#DIV/0!,#DIV/0!,#DIV/0!
CG7506,1.06656,1.1044,1.08548
fwe,#DIV/0!,#DIV/0!,#DIV/0!
Slimp,#DIV/0!,#DIV/0!,#DIV/0!
CG9798,#DIV/0!,#DIV/0!,#DIV/0!
CG4953,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG15187,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mf,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Est5,#DIV/0!,#DIV/0!,#DIV/0!
Rpb7,#DIV/0!,#DIV/0!,#DIV/0!
Mms19,0.28487,0.27663,0.28075
CG3209-RA,0.353975,0.3504575,0.35221625
Sap47,#DIV/0!,#DIV/0!,#DIV/0!
Cep135,#DIV/0!,#DIV/0!,#DIV/0!
,0.387095,0.3779275,0.38251125
,#DIV/0!,#DIV/0!,#DIV/0!
CycK,#DIV/0!,#DIV/0!,#DIV/0!
lgs,#DIV/0!,#DIV/0!,#DIV/0!
Cog3,#DIV/0!,#DIV/0!,#DIV/0!
CG11058,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS00941.11,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Rala,#DIV/0!,#DIV/0!,#DIV/0!
Pax,#DIV/0!,#DIV/0!,#DIV/0!
zip,#DIV/0!,#DIV/0!,#DIV/0!
Ranbp16,#DIV/0!,#DIV/0!,#DIV/0!
mbo,#DIV/0!,#DIV/0!,#DIV/0!
CG4733-RA,#DIV/0!,#DIV/0!,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!
,0.5032325,0.49746625,0.500349375
CG8223,0.64413625,0.678816875,0.661476563
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL36,#DIV/0!,#DIV/0!,#DIV/0!
CG11505,0.20685,0.20142,0.204135
,#DIV/0!,#DIV/0!,#DIV/0!
chb,0.3175125,0.31173375,0.314623125
trc,0.39321625,0.405024375,0.399120313
SH3PX1,0.37223,0.37819,0.37521
Tre1,#DIV/0!,#DIV/0!,#DIV/0!
ligatin,#DIV/0!,#DIV/0!,#DIV/0!
GNBP3,#DIV/0!,#DIV/0!,#DIV/0!
san,0.48953875,0.526338125,0.507938438
Adar,#DIV/0!,#DIV/0!,#DIV/0!
spt4,#DIV/0!,#DIV/0!,#DIV/0!
EG:140G11.5,#DIV/0!,#DIV/0!,#DIV/0!
Surf1,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.LD34475,#DIV/0!,#DIV/0!,#DIV/0!
tty,#DIV/0!,#DIV/0!,#DIV/0!
Peb,#DIV/0!,#DIV/0!,#DIV/0!
ECSIT,#DIV/0!,#DIV/0!,#DIV/0!
Syt4,#DIV/0!,#DIV/0!,#DIV/0!
csul,#DIV/0!,#DIV/0!,#DIV/0!
rdgBbeta,#DIV/0!,#DIV/0!,#DIV/0!
Vps28,#DIV/0!,#DIV/0!,#DIV/0!
krz,0.87679625,0.881396875,0.879096563
Catsup,0.86518125,0.876281875,0.870731563
Ero1L,#DIV/0!,#DIV/0!,#DIV/0!
c12.1,#DIV/0!,#DIV/0!,#DIV/0!
CG9063,#DIV/0!,#DIV/0!,#DIV/0!
mRpL4,0.38152375,0.375285625,0.378404688
Coprox,#DIV/0!,#DIV/0!,#DIV/0!
Srp54k,0.30954625,0.309759375,0.309652813
spag,#DIV/0!,#DIV/0!,#DIV/0!
cyp33,#DIV/0!,#DIV/0!,#DIV/0!
Nxt1,#DIV/0!,#DIV/0!,#DIV/0!
Nab2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
wds,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS09217.4,0.1756325,0.17541875,0.175525625
Cbp20,#DIV/0!,#DIV/0!,#DIV/0!
TM9SF4,#DIV/0!,#DIV/0!,#DIV/0!
l(2)35Bc,#DIV/0!,#DIV/0!,#DIV/0!
Jafrac2,#DIV/0!,#DIV/0!,#DIV/0!
GABA-B-R1,#DIV/0!,#DIV/0!,#DIV/0!
Acp36DE,#DIV/0!,#DIV/0!,#DIV/0!
heix,#DIV/0!,#DIV/0!,#DIV/0!
SC35,#DIV/0!,#DIV/0!,#DIV/0!
dare,#DIV/0!,#DIV/0!,#DIV/0!
CG4500,#DIV/0!,#DIV/0!,#DIV/0!
x16,1.0522925,1.03893875,1.045615625
BcDNA.LD23634,#DIV/0!,#DIV/0!,#DIV/0!
ck,#DIV/0!,#DIV/0!,#DIV/0!
crp,#DIV/0!,#DIV/0!,#DIV/0!
CG8801,#DIV/0!,#DIV/0!,#DIV/0!
Smg5,#DIV/0!,#DIV/0!,#DIV/0!
Met75Ca,#DIV/0!,#DIV/0!,#DIV/0!
Nup154,#DIV/0!,#DIV/0!,#DIV/0!
Nup107,#DIV/0!,#DIV/0!,#DIV/0!
Cul-3,0.27296,0.2769925,0.27497625
cals,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10323,#DIV/0!,#DIV/0!,#DIV/0!
yellow-h,#DIV/0!,#DIV/0!,#DIV/0!
Hcf,0.49182125,0.514241875,0.503031563
Asator,0.37670625,0.361434375,0.369070313
Cyp4e1,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6a13,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4p1,#DIV/0!,#DIV/0!,#DIV/0!
wun,#DIV/0!,#DIV/0!,#DIV/0!
CG8858,0.85687125,0.785766875,0.821319063
Taz,#DIV/0!,#DIV/0!,#DIV/0!
Fsn,#DIV/0!,#DIV/0!,#DIV/0!
CG13343,#DIV/0!,#DIV/0!,#DIV/0!
mRpS16,#DIV/0!,#DIV/0!,#DIV/0!
Cpsf160,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6a21,#DIV/0!,#DIV/0!,#DIV/0!
CG10253,#DIV/0!,#DIV/0!,#DIV/0!
CG5189,#DIV/0!,#DIV/0!,#DIV/0!
sec6,#DIV/0!,#DIV/0!,#DIV/0!
Rep,#DIV/0!,#DIV/0!,#DIV/0!
Obp56h,#DIV/0!,#DIV/0!,#DIV/0!
Obp57c,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6u1,#DIV/0!,#DIV/0!,#DIV/0!
ubl,#DIV/0!,#DIV/0!,#DIV/0!
phtf,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cul-2,0.29234,0.2796725,0.28600625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11563-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG11337-RD,#DIV/0!,#DIV/0!,#DIV/0!
mRpL32,#DIV/0!,#DIV/0!,#DIV/0!
qless,#DIV/0!,#DIV/0!,#DIV/0!
CG1544,0.4880975,0.47469125,0.481394375
Npc2h,#DIV/0!,#DIV/0!,#DIV/0!
CG2224-RA,1.041425,0.9872875,1.01435625
mRpS18C,12.8565225,19.03626875,15.94639563
CG34317-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Tace,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
eIF2B-alpha,#DIV/0!,#DIV/0!,#DIV/0!
yata,#DIV/0!,#DIV/0!,#DIV/0!
IntS11,#DIV/0!,#DIV/0!,#DIV/0!
CG1969;CG1969-RB,0.44191875,0.456885625,0.449402188
CG7598,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bub3,#DIV/0!,#DIV/0!,#DIV/0!
Spase12,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mesh1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG11880,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Man-Ib,#DIV/0!,#DIV/0!,#DIV/0!
Cul-5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
WASp,0.8384475,0.87624125,0.857344375
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.39092375,0.364655625,0.377789688
mfrn,0.55741,0.53564,0.546525
BCAS2,#DIV/0!,#DIV/0!,#DIV/0!
,0.3634625,0.36831875,0.365890625
Sce,#DIV/0!,#DIV/0!,#DIV/0!
CG12883-RA,#DIV/0!,#DIV/0!,#DIV/0!
RpS10a,#DIV/0!,#DIV/0!,#DIV/0!
raps,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.80736625,0.758971875,0.783169063
,#DIV/0!,#DIV/0!,#DIV/0!
CG6073,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RpL34a,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.60673125,0.766104375,0.686417813
Mst57Da,#DIV/0!,#DIV/0!,#DIV/0!
,0.2422625,0.23108625,0.236674375
Dhap-at,#DIV/0!,#DIV/0!,#DIV/0!
Vps33B,#DIV/0!,#DIV/0!,#DIV/0!
alrm,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG31370-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Nup37,#DIV/0!,#DIV/0!,#DIV/0!
to,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10420,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Clbn,0.85697875,0.805583125,0.831280938
,#DIV/0!,#DIV/0!,#DIV/0!
PQBP1,#DIV/0!,#DIV/0!,#DIV/0!
CG13644,0.72050875,0.764783125,0.742645938
,#DIV/0!,#DIV/0!,#DIV/0!
polybromo,#DIV/0!,#DIV/0!,#DIV/0!
Rpb10,#DIV/0!,#DIV/0!,#DIV/0!
Syx18,#DIV/0!,#DIV/0!,#DIV/0!
CG5789-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.5012725,0.63719375,0.569233125
Dis3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.7383025,0.79596875,0.767135625
mask,0.92721875,0.988965625,0.958092188
CG5515-RA,0.4237975,0.42791125,0.425854375
mRpS24,#DIV/0!,#DIV/0!,#DIV/0!
Kal1,#DIV/0!,#DIV/0!,#DIV/0!
CG5463,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Ndc1,#DIV/0!,#DIV/0!,#DIV/0!
eIF4G2,#DIV/0!,#DIV/0!,#DIV/0!
mbc,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG10214,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
EloA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,1.0662225,1.02812125,1.047171875
CG13830-RB,#DIV/0!,#DIV/0!,#DIV/0!
,1.30485,1.331075,1.3179625
klg,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
